,PLAYERID,player,DFGM,DFGA,Defending FG%,oFG%,difference
5389,201943,"Jennings, Brandon",119.0,263.0,0.4524714828897338,0.4432464269718286,-0.009225055917905234
148,2564,"Diaw, Boris",245.0,525.0,0.4666666666666667,0.4572031312617142,-0.009463535404952483
50,203524,"Hill, Solomon",238.0,525.0,0.4533333333333333,0.443289582539756,-0.010043750793577333
74,2743,"Humphries, Kris",183.0,397.0,0.4609571788413098,0.4508033006464781,-0.010153878194831711
13925,203546,"Clark, Ian",14.0,30.0,0.4666666666666667,0.4564706200559989,-0.010196046610667753
152,203499,"Larkin, Shane",146.0,328.0,0.4451219512195122,0.4345591679768508,-0.010562783242661411
603,202328,"Monroe, Greg",297.0,614.0,0.4837133550488599,0.47314861118501855,-0.010564743863841375
35761,203485,"Brown, Lorenzo",14.0,33.0,0.42424242424242425,0.41350634244480616,-0.010736081797618091
317,202962,"Smith, Greg",65.0,136.0,0.47794117647058826,0.4671346835964286,-0.010806492874159634
1320,2399,"Dunleavy, Mike",133.0,289.0,0.4602076124567474,0.44906907072152086,-0.011138541735226548
17,203109,"Crowder, Jae",140.0,305.0,0.45901639344262296,0.44775311217720776,-0.011263281265415204
426,202340,"Bradley, Avery",201.0,449.0,0.44766146993318484,0.43628906155700753,-0.011372408376177312
767,203507,"Antetokounmpo, Giannis",239.0,521.0,0.45873320537428025,0.44684722767772805,-0.011885977696552197
1280,101141,"Ilyasova, Ersan",100.0,214.0,0.4672897196261682,0.45489640377738233,-0.01239331584878589
14,203935,"Smart, Marcus",131.0,294.0,0.445578231292517,0.4330962246632746,-0.012482006629242426
262,203084,"Barnes, Harrison",199.0,435.0,0.4574712643678161,0.44494976657823376,-0.012521497789582337
2371,101161,"Johnson, Amir",276.0,576.0,0.4791666666666667,0.46650560774835365,-0.01266105891831304
5232,201589,"Arthur, Darrell",145.0,310.0,0.46774193548387094,0.4550173302333187,-0.012724605250552246
0,101187,"Anderson, Alan",174.0,383.0,0.45430809399477806,0.4409279941708375,-0.013380099823940561
214,203957,"Exum, Dante",154.0,341.0,0.45161290322580644,0.4380779275254975,-0.013534975700308927
424,201145,"Green, Jeff",220.0,481.0,0.4573804573804574,0.44379625820999874,-0.013584199170458666
972,200794,"Millsap, Paul",357.0,750.0,0.476,0.46236952598506337,-0.013630474014936611
48,2561,"West, David",181.0,384.0,0.4713541666666667,0.4572592260970718,-0.014094940569594872
429,2730,"Howard, Dwight",154.0,318.0,0.48427672955974843,0.47004619709643464,-0.014230532463313794
2435,201976,"Beverley, Patrick",172.0,372.0,0.46236559139784944,0.44796906484124677,-0.014396526556602673
7164,203917,"Stauskas, Nik",93.0,210.0,0.44285714285714284,0.4272583891597541,-0.015598753697388723
90,201568,"Gallinari, Danilo",103.0,223.0,0.4618834080717489,0.4461061844350844,-0.015777223636664506
70,202066,"Temple, Garrett",80.0,182.0,0.43956043956043955,0.42355109097416543,-0.01600934858627412
1557,2045,"Turkoglu, Hedo",53.0,116.0,0.45689655172413796,0.4408470260445311,-0.01604952567960688
5689,200797,"Hollins, Ryan",71.0,144.0,0.4930555555555556,0.47631034519952015,-0.016745210356035434
195,2555,"Collison, Nick",151.0,319.0,0.47335423197492166,0.45650867910578596,-0.016845552869135694
380,202389,"Mozgov, Timofey",330.0,670.0,0.4925373134328358,0.475434713505378,-0.017102599927457773
1294,203928,"Jefferson, Cory",39.0,83.0,0.46987951807228917,0.45241623661464253,-0.01746328145764664
3,203900,"Brown, Markel",23.0,50.0,0.46,0.44221251578321635,-0.017787484216783667
911,2216,"Randolph, Zach",240.0,500.0,0.48,0.4617982470319893,-0.018201752968010687
5,101114,"Williams, Deron",150.0,331.0,0.45317220543806647,0.43449402546725785,-0.018678179970808617
17805,1905,"Kirilenko, Andrei",4.0,9.0,0.4444444444444444,0.42542149112552075,-0.019022953318923674
360,203143,"Prigioni, Pablo",88.0,193.0,0.45595854922279794,0.43687342117024114,-0.0190851280525568
1694,101110,"Webster, Martell",19.0,42.0,0.4523809523809524,0.4320572113390455,-0.020323741041906873
394,200761,"Williams, Shawne",146.0,302.0,0.48344370860927155,0.46306535077232147,-0.02037835783695008
423,201936,"Evans, Tyreke",241.0,523.0,0.4608030592734226,0.4404215250557129,-0.020381534217709663
3535,203921,"Early, Cleanthony",32.0,68.0,0.47058823529411764,0.449877533034482,-0.020710702259635616
864,101123,"Green, Gerald",140.0,307.0,0.4560260586319218,0.4351867559900883,-0.02083930264183348
273,2581,"Blake, Steve",176.0,387.0,0.45478036175710596,0.433604570098504,-0.02117579165860195
290,201175,"Davis, Glen",87.0,179.0,0.4860335195530726,0.4644298438288627,-0.021603675724209903
861,203101,"Plumlee, Miles",229.0,462.0,0.49567099567099565,0.47385841657859745,-0.0218125790923982
187,201162,"Dudley, Jared",174.0,376.0,0.4627659574468085,0.44085515616591703,-0.021910801280891457
289,2037,"Crawford, Jamal",122.0,267.0,0.45692883895131087,0.4348637935153919,-0.022065045435918973
10,202391,"Lin, Jeremy",224.0,483.0,0.463768115942029,0.44169696455684077,-0.022071151385188226
502,203135,"Sacre, Robert",156.0,317.0,0.4921135646687697,0.4699943061276175,-0.02211925854115221
7394,203462,"Goodwin, Archie",15.0,32.0,0.46875,0.4462826093512217,-0.022467390648778285
235,2207,"Johnson, Joe",224.0,479.0,0.46764091858037576,0.4449488904104262,-0.022692028169949585
834,203156,"Sims, Henry",176.0,355.0,0.49577464788732395,0.47279058745676694,-0.022984060430557007
5391,2406,"Butler, Caron",141.0,299.0,0.47157190635451507,0.4485655384489615,-0.02300636790555355
93,201581,"Hickson, JJ",194.0,400.0,0.485,0.46164746903874415,-0.023352530961255835
255,203145,"Bazemore, Kent",109.0,235.0,0.46382978723404256,0.44047663303527085,-0.02335315419877171
4,201152,"Young, Thaddeus",256.0,532.0,0.48120300751879697,0.4569671064546055,-0.02423590106419149
1053,203095,"Fournier, Evan",141.0,300.0,0.47,0.4445431009159615,-0.025456899084038476
567,2210,"Jefferson, Richard",128.0,273.0,0.46886446886446886,0.4431198462909909,-0.025744622573477982
901,201144,"Conley, Mike",234.0,509.0,0.45972495088408644,0.4336518160332475,-0.026073134850838953
239,2757,"Udrih, Beno",153.0,333.0,0.4594594594594595,0.43308687678690366,-0.026372582672555822
684,203078,"Beal, Bradley",180.0,387.0,0.46511627906976744,0.43863366188537234,-0.026482617184395096
346,202334,"Davis, Ed",267.0,540.0,0.49444444444444446,0.46782598974828465,-0.02661845469615981
1292,202366,"Jordan, Jerome",60.0,120.0,0.5,0.4732625641359159,-0.026737435864084114
183,203477,"Canaan, Isaiah",50.0,109.0,0.45871559633027525,0.43185574944208355,-0.026859846888191707
1325,200765,"Rondo, Rajon",161.0,344.0,0.4680232558139535,0.4411361375032345,-0.026887118310718994
7546,203798,"Hairston, PJ",67.0,144.0,0.4652777777777778,0.4372687070170712,-0.028009070760706578
5859,2744,"Jefferson, Al",289.0,572.0,0.5052447552447552,0.4772323620430145,-0.028012393201740704
161,202685,"Valanciunas, Jonas",285.0,557.0,0.5116696588868941,0.48361232181230124,-0.028057337074592847
254,202703,"Mirotic, Nikola",167.0,343.0,0.4868804664723032,0.45860991109547905,-0.028270555376824158
178,201147,"Brewer, Corey",176.0,379.0,0.46437994722955145,0.43601811584302974,-0.028361831386521708
9295,204020,"Johnson, Tyler",30.0,64.0,0.46875,0.4400742430327156,-0.028675756967284416
5688,2501,"Evans, Reggie",94.0,186.0,0.5053763440860215,0.4761619182327138,-0.02921442585330769
56,203457,"Noel, Nerlens",294.0,587.0,0.5008517887563884,0.4713604819876696,-0.02949130676871875
1792,201967,"Cunningham, Dante",146.0,310.0,0.47096774193548385,0.4413273124250721,-0.029640429510411737
583,202683,"Kanter, Enes",292.0,584.0,0.5,0.4701020976881073,-0.02989790231189271
896,203508,"Karasev, Sergey",60.0,131.0,0.4580152671755725,0.42811154025571657,-0.029903726919855933
76,2446,"Butler, Rasual",167.0,361.0,0.4626038781163435,0.43239849294872246,-0.030205385167621057
395,203952,"Wiggins, Andrew",316.0,661.0,0.47806354009077157,0.4475363575546549,-0.030527182536116693
320,2571,"Barbosa, Leandro",60.0,130.0,0.46153846153846156,0.4301918203650121,-0.031346641173449485
172,203506,"Oladipo, Victor",228.0,478.0,0.4769874476987448,0.445260992902972,-0.031726454795772796
7336,2742,"Telfair, Sebastian",36.0,79.0,0.45569620253164556,0.4237323409003846,-0.03196386163126097
448,2546,"Anthony, Carmelo",152.0,316.0,0.4810126582278481,0.44889515278701186,-0.03211750544083625
160,202349,"Vasquez, Greivis",149.0,317.0,0.47003154574132494,0.43766392673396104,-0.0323676190073639
1299,203903,"Clarkson, Jordan",98.0,210.0,0.4666666666666667,0.43349444981448426,-0.03317221685218241
830,203918,"Hood, Rodney",85.0,181.0,0.4696132596685083,0.4357890124886283,-0.03382424717988003
388,101122,"Granger, Danny",70.0,148.0,0.47297297297297297,0.438962775346636,-0.03401019762633695
97,2225,"Parker, Tony",142.0,299.0,0.47491638795986624,0.44084729125766725,-0.03406909670219899
1146,977,"Bryant, Kobe",134.0,279.0,0.48028673835125446,0.44613450298691154,-0.03415223536434292
2355,202361,"Fields, Landry",33.0,69.0,0.4782608695652174,0.4440777191582368,-0.03418315040698061
4762,201574,"Thompson, Jason",241.0,476.0,0.5063025210084033,0.47206261893083573,-0.03423990207756761
1794,201569,"Gordon, Eric",129.0,274.0,0.4708029197080292,0.4363701561762779,-0.03443276353175129
13934,203511,"Jerrett, Grant",2.0,4.0,0.5,0.4647423552754435,-0.0352576447245565
348,101179,"Price, Ronnie",118.0,246.0,0.4796747967479675,0.4438891307760368,-0.03578566597193067
637,203496,"Covington, Robert",177.0,365.0,0.4849315068493151,0.44878028717722884,-0.03615121967208623
31,201571,"Augustin, D.J.",170.0,363.0,0.46831955922865015,0.43159312630114266,-0.03672643292750749
92,201951,"Lawson, Ty",220.0,465.0,0.4731182795698925,0.4363488069439899,-0.03676947262590258
7,203486,"Plumlee, Mason",259.0,503.0,0.5149105367793241,0.47741333785489815,-0.037497198924425934
24,202710,"Butler, Jimmy",272.0,563.0,0.48312611012433393,0.4455934820448608,-0.03753262807947311
5470,204028,"Black, Tarik",132.0,264.0,0.5,0.4624240629311082,-0.037575937068891785
12,201941,"Hill, Jordan",324.0,629.0,0.5151033386327504,0.47698055254646315,-0.03812278608628722
10012,203937,"Anderson, Kyle",37.0,78.0,0.47435897435897434,0.43599660393367645,-0.03836237042529789
1336,203484,"Caldwell-Pope, Kentavious",209.0,435.0,0.4804597701149425,0.4418361120498094,-0.038623658065133126
827,202692,"Burks, Alec",125.0,254.0,0.4921259842519685,0.45239385837359336,-0.03973212587837516
1157,202325,"Johnson, Wesley",212.0,433.0,0.4896073903002309,0.44900399432179994,-0.04060339597843099
193,101112,"Frye, Channing",355.0,693.0,0.5122655122655123,0.4704667139807695,-0.04179879828474281
192,203901,"Payton, Elfrid",218.0,458.0,0.4759825327510917,0.4340344803484194,-0.0419480524026723
1670,2563,"Jones, Dahntay",6.0,13.0,0.46153846153846156,0.41916818357939434,-0.042370277959067226
7548,202390,"Neal, Gary",104.0,217.0,0.4792626728110599,0.43659916353790934,-0.042663509273150546
355,201583,"Anderson, Ryan",226.0,453.0,0.4988962472406181,0.4561771054187095,-0.04271914182190861
123,2590,"Williams, Mo",185.0,384.0,0.4817708333333333,0.4378628779999431,-0.0439079553333902
396,203476,"Dieng, Gorgui",334.0,652.0,0.5122699386503068,0.4681290733688098,-0.044140865281496966
139,202388,"Sloan, Donald",141.0,293.0,0.4812286689419795,0.436878967624867,-0.04434970131711252
162,203082,"Ross, Terrence",226.0,463.0,0.48812095032397407,0.4434017745832727,-0.04471917574070139
267,201578,"Speights, Marreese",189.0,366.0,0.5163934426229508,0.47160576164668633,-0.04478768097626451
5538,203492,"McCallum, Ray",110.0,229.0,0.48034934497816595,0.4342630581358954,-0.04608628684227056
1641,2749,"Nelson, Jameer",145.0,303.0,0.47854785478547857,0.4323634106231129,-0.04618444416236567
1453,2772,"Ariza, Trevor",236.0,477.0,0.4947589098532495,0.4479792788898705,-0.046779630963379004
37338,204079,"Gordon, Drew",9.0,18.0,0.5,0.4531640661265519,-0.04683593387344809
263,201575,"Rush, Brandon",20.0,41.0,0.4878048780487805,0.4408579292149866,-0.046946948833793856
9317,203106,"Taylor, Jeff",11.0,24.0,0.4583333333333333,0.4111599496123087,-0.04717338372102464
580,1717,"Nowitzki, Dirk",298.0,581.0,0.5129087779690189,0.4653917078541273,-0.04751707011489159
218,203100,"Wroten, Tony",75.0,155.0,0.4838709677419355,0.43582697010627763,-0.048043997635657865
365,202347,"Pondexter, Quincy",135.0,281.0,0.4804270462633452,0.43151462445309163,-0.04891242181025357
8,202721,"Morris, Darius",27.0,56.0,0.48214285714285715,0.43283755900280696,-0.04930529814005019
151,203501,"Hardaway Jr., Tim",187.0,379.0,0.49340369393139843,0.4438849026045345,-0.04951879132686393
4733,202337,"Babbitt, Luke",113.0,228.0,0.4956140350877193,0.44591147209151294,-0.049702562996206345
170,203515,"Pressey, Phil",50.0,105.0,0.47619047619047616,0.4262605465463175,-0.049929929644158655
6318,203105,"Ezeli, Festus",63.0,122.0,0.5163934426229508,0.46644128586967515,-0.04995215675327569
5359,202714,"Mack, Shelvin",52.0,109.0,0.47706422018348627,0.42630801527254447,-0.05075620491094179
5193,202682,"Williams, Derrick",123.0,250.0,0.492,0.44047839586041176,-0.05152160413958823
15,203923,"Young, James",27.0,56.0,0.48214285714285715,0.4298699628886086,-0.052272894254248525
228,2760,"Varejao, Anderson",156.0,294.0,0.5306122448979592,0.47830011904708564,-0.05231212585087358
13838,2755,"Martin, Kevin",74.0,151.0,0.4900662251655629,0.43708985678440737,-0.05297636838115555
215,203504,"Burke, Trey",252.0,509.0,0.4950884086444008,0.4420480244696898,-0.053040384174710964
419,201946,"Hansbrough, Tyler",98.0,189.0,0.5185185185185185,0.4645567524432024,-0.05396176607531611
375,203090,"Harkless, Maurice",51.0,102.0,0.5,0.446035056404424,-0.05396494359557602
154,202332,"Aldrich, Cole",142.0,267.0,0.5318352059925093,0.47738365768133584,-0.05445154831117349
318,101111,"Villanueva, Charlie",73.0,146.0,0.5,0.4454166641010885,-0.05458333589891151
63689,202706,"Hamilton, Jordan",6.0,12.0,0.5,0.4445242598141878,-0.055475740185812195
4767,201196,"Sessions, Ramon",97.0,195.0,0.49743589743589745,0.44190041071829717,-0.05553548671760028
3526,201948,"Daye, Austin",38.0,78.0,0.48717948717948717,0.4306385940547929,-0.05654089312469429
358,203085,"Rivers, Austin",137.0,275.0,0.49818181818181817,0.44094767811210184,-0.05723414006971633
352,203471,"Schroder, Dennis",118.0,242.0,0.48760330578512395,0.42765414527937656,-0.05994916050574739
4852,2222,"Wallace, Gerald",29.0,58.0,0.5,0.43943795517093587,-0.06056204482906413
2661,203953,"Parker, Jabari",102.0,200.0,0.51,0.44828867894635427,-0.06171132105364574
4695,201158,"Belinelli, Marco",97.0,192.0,0.5052083333333334,0.4425900078281199,-0.06261832550521346
392,2365,"Andersen, Chris",143.0,265.0,0.539622641509434,0.4766489706352419,-0.06297367087419203
7581,203926,"McDermott, Doug",25.0,50.0,0.5,0.43690876370875764,-0.06309123629124236
604,201229,"Tolliver, Anthony",142.0,272.0,0.5220588235294118,0.4589211650589019,-0.0631376584705099
754,201978,"Budinger, Chase",79.0,159.0,0.4968553459119497,0.4332625416330159,-0.06359280427893377
298,203894,"Napier, Shabazz",124.0,247.0,0.5020242914979757,0.4380091418532402,-0.06401514964473548
122,2617,"Haslem, Udonis",97.0,184.0,0.5271739130434783,0.4624689698380795,-0.06470494320539877
48840,203906,"Marble, Devyn",27.0,53.0,0.5094339622641509,0.4437469124181303,-0.06568704984602064
39,203915,"Dinwiddie, Spencer",29.0,59.0,0.4915254237288136,0.4251321655413704,-0.06639325818744318
1464,203103,"Jones, Perry",88.0,170.0,0.5176470588235295,0.448796112217907,-0.06885094660562247
1768,203461,"Bennett, Anthony",133.0,250.0,0.532,0.45965340761385176,-0.07234659238614827
2444,203948,"O'Bryant, Johnny",48.0,89.0,0.5393258426966292,0.46677712067599286,-0.07254872202063634
1925,203925,"Harris, Joe",52.0,102.0,0.5098039215686274,0.4364931967652305,-0.0733107248033969
3851,2592,"Jones, James",55.0,107.0,0.514018691588785,0.4405104408698709,-0.07350825071891409
19427,203580,"Drew, Larry",26.0,50.0,0.52,0.4434231745551707,-0.0765768254448293
347,202333,"Henry, Xavier",9.0,18.0,0.5,0.4228922050841808,-0.0771077949158192
13937,202952,"Thomas, Malcolm",30.0,56.0,0.5357142857142857,0.4557863733222712,-0.07992791239201452
695,201580,"McGee, JaVale",52.0,93.0,0.5591397849462365,0.47816110762135783,-0.08097867732487868
12139,203991,"Capela, Clint",4.0,7.0,0.5714285714285714,0.4896650060901252,-0.0817635653384462
5622,202399,"Adrien, Jeff",40.0,73.0,0.547945205479452,0.46569217199351715,-0.08225303348593488
46,203963,"Whittington, Shayne",15.0,28.0,0.5357142857142857,0.4525640678175944,-0.0831502178966913
132,203897,"LaVine, Zach",155.0,297.0,0.5218855218855218,0.4364988416400987,-0.08538668024542312
9448,203144,"Shved, Alexey",61.0,116.0,0.5258620689655172,0.4375279075571871,-0.08833416140833011
34324,203318,"Rice Jr., Glen",4.0,8.0,0.5,0.41053771765776587,-0.08946228234223413
238,203561,"Davies, Brandon",80.0,145.0,0.5517241379310345,0.45661391489922537,-0.0951102230318091
4624,203919,"Adams, Jordan",16.0,30.0,0.5333333333333333,0.43553380612166304,-0.09779952721167029
121,203516,"Ennis, James",91.0,167.0,0.5449101796407185,0.44020433319248814,-0.10470584644823039
13137,201964,"Claver, Victor",9.0,16.0,0.5625,0.44912301243642466,-0.11337698756357534
1376,202130,"Williams, Reggie",9.0,16.0,0.5625,0.445379924576789,-0.11712007542321101
22463,203940,"Payne, Adreian",27.0,46.0,0.5869565217391305,0.46965897001618684,-0.11729755172294365
327,203136,"Kuzmic, Ognjen",16.0,27.0,0.5925925925925926,0.47488570023819,-0.11770689235440257
13966,2422,"Salmons, John",28.0,49.0,0.5714285714285714,0.4464788402166137,-0.12494973121195768
153,101181,"Calderon, Jose",166.0,297.0,0.5589225589225589,0.43312441156407316,-0.12579814735848577
661,201971,"Blair, DeJuan",13.0,23.0,0.5652173913043478,0.43781799949786343,-0.12739939180648435
8942,203950,"Stokes, Jarnell",13.0,22.0,0.5909090909090909,0.45631691039494116,-0.13459218051414978
4702,201965,"Ayres, Jeff",56.0,95.0,0.5894736842105263,0.45210349764165886,-0.1373701865688674
34500,203933,"Warren, TJ",24.0,42.0,0.5714285714285714,0.4323145948494056,-0.1391139765791658
3866,203922,"Robinson, Glenn",17.0,29.0,0.5862068965517241,0.4464740208997589,-0.13973287565196518
57473,2853,"Barron, Earl",3.0,5.0,0.6,0.45510384739610266,-0.14489615260389732
1898,200779,"Novak, Steve",23.0,39.0,0.5897435897435898,0.4436711333645498,-0.14607245637903998
11467,201858,"Martin, Cartier",25.0,43.0,0.5813953488372093,0.4348323736855462,-0.1465629751516631
32753,200745,"Bargnani, Andrea",48.0,77.0,0.6233766233766234,0.46692276450690234,-0.15645385886972102
1667,203912,"Wilcox, CJ",3.0,5.0,0.6,0.42989873799660594,-0.17010126200339404
1886,203475,"Green, Erick",18.0,29.0,0.6206896551724138,0.4227022488453737,-0.1979874063270401
2057,203893,"Smith, Russ",2.0,3.0,0.6666666666666666,0.40807202282224864,-0.258594643844418
44539,202343,"Williams, Elliot",10.0,14.0,0.7142857142857143,0.44563336576592816,-0.26865234851978614
10468,201604,"Douglas-Roberts, Chris",11.0,15.0,0.7333333333333333,0.42574802233264536,-0.3075853110006879
73086,203565,"Christopher, Patrick",6.0,8.0,0.75,0.43266726434870395,-0.31733273565129605
61471,203949,"McAdoo, James Michael",4.0,5.0,0.8,0.4517482700091396,-0.34825172999086046
74922,203545,"Raduljica, Miroslav",1.0,1.0,1.0,0.5809128630705395,-0.41908713692946054
36764,203945,"Kirk, Alex",3.0,3.0,1.0,0.5305034604822134,-0.4694965395177866
52434,203512,"Nogueira, Lucas",6.0,6.0,1.0,0.4792825059392112,-0.5207174940607888
27477,101142,"Turiaf, Ronny",4.0,4.0,1.0,0.47588785510111653,-0.5241121448988835
90592,203944,"Randle, Julius",2.0,2.0,1.0,0.46122194114444903,-0.538778058855551
79778,203961,"Moreland, Eric",1.0,1.0,1.0,0.44357976653696496,-0.556420233463035
121793,203315,"Murry, Toure",1.0,1.0,1.0,0.41605839416058393,-0.583941605839416
